44300.43681,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
44291.37708,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
44287.69653,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44287.64236,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44302.56528,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE
44291.52014,,Media,3-Medio,Mantenimiento Pasaje,DATA ISSUE
44287.69722,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44287.69097,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44293.53333,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
44287.70625,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44287.71319,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.40972,,Media,3-Medio,Mantenimiento Pasaje,DATA ISSUE
44292.44028,,Media,3-Medio,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE
44287.76319,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44288.29514,,Alta,2-Alta,Mantenimiento Aeropuertos,SOFTWARE FAILURE
44291.36111,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
44293.67431,,Baja,4-Baja,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44287.7875,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
44287.81667,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44287.81806,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44291.52639,,Baja,4-Baja,Mantenimiento Pasaje,SOFTWARE FAILURE
44291.52569,,Baja,4-Baja,Mantenimiento Aeropuertos,SOFTWARE FAILURE
44291.475,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
44287.87431,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,PROCESS FAILURE
44287.94167,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.45208,,Media,3-Medio,Unidad de Operaciones Ordenadores,PROCESS FAILURE
44287.9,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44293.30139,,Media,3-Medio,MANTENIMIENTO IB.COM,PROCESS FAILURE
44287.92153,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44293.35,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
44287.94375,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.1875,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44287.95278,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44287.96389,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44287.97222,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44287.98819,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.45139,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44287.99792,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.03611,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.06736,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.39375,,Media,3-Medio,Mantenimiento Cargo,DATA ISSUE
44288.5875,,Media,3-Medio,Mantenimiento Pasaje,PROCESS FAILURE
44288.50833,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44291.50278,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
44288.375,,Media,3-Medio,Unidad de Operaciones Ordenadores,PROCESS FAILURE
44288.43542,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44293.40833,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
44313.97431,,Media,2-Alta,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
44291.37292,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
44289.53125,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
44289.52986,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
44288.40069,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44295.47778,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
44288.53472,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44288.36667,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.36597,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44289.04306,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
44288.41667,,Media,3-Medio,Mantenimiento Pasaje,DEFAULT
44298.36528,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
44288.47361,,Alta,2-Alta,Mantenimiento BI,SOFTWARE FAILURE
44295.41875,,Baja,4-Baja,Mantenimiento Movilidad,SOFTWARE FAILURE
44288.40764,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44291.13056,,Media,2-Alta,Unidad Control del Servicio,ACCESS FAILURE
44288.47847,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.45347,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44291.89097,,Media,3-Medio,Mantenimiento Pasaje,DATA ISSUE
44291.37292,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
44293.41528,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
44288.50903,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44291.58125,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.56875,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44288.52569,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.53333,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.60764,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44288.53958,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44291.55278,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44288.57153,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.55347,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.60347,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.59306,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44295.58194,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
44287.92014,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44287.92361,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.03264,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44291.7375,,Baja,4-Baja,Mantenimiento Aeropuertos,ACCESS FAILURE
44287.96042,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.51319,,Media,3-Medio,Mantenimiento Pasaje,PROCESS FAILURE
44287.99931,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.00069,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44298.36389,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
44288.16528,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
44288.01944,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.04375,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44291.40833,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44291.50903,,Media,3-Medio,Mantenimiento Aeropuertos,SOFTWARE FAILURE
44291.40278,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
44291.40903,,Media,3-Medio,Unidad de Operaciones Ordenadores,PROCESS FAILURE
44288.24514,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44291.53125,,Media,3-Medio,Mantenimiento Aeropuertos,SOFTWARE FAILURE
44288.35556,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.42361,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44302.56389,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
44288.44375,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.525,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.51944,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44298.28194,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,ACCESS FAILURE
44288.54236,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
,,Media,3-Medio,Dirección de Sistemas,PERFORMANCE ISSUE
44288.53681,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.55069,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44298.68542,,Media,2-Alta,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
44288.58542,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.59306,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44291.36597,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44288.65903,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44291.31319,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
44288.74236,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44288.77222,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
44288.76875,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.80069,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.87222,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.90347,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44291.55764,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
44294.38333,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
44291.36806,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44289.32778,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
44291.37431,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
44291.3625,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44291.77917,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44291.40694,,Media,3-Medio,Mantenimiento Pasaje,PERFORMANCE ISSUE
44288.59236,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.59931,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.60069,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44292.30139,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
44288.71528,,Media,3-Medio,Unidad Control del Servicio,ACCESS FAILURE
44288.62708,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.77153,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
44291.44514,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44288.72986,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.72986,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44295.61597,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
44288.73542,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44298.30764,,Baja,4-Baja,Mantenimiento Movilidad,SOFTWARE FAILURE
44288.74028,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.73889,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
44288.77222,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.77431,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
44288.84861,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.77639,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.79097,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44292.38194,,Media,3-Medio,Mantenimiento BI,SOFTWARE FAILURE
44288.81319,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
44291.36528,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
44288.90833,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44288.84722,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.85,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.86389,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.85347,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.85556,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44288.875,,Alta,2-Alta,Mantenimiento Operaciones,SOFTWARE FAILURE
44288.90625,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44292.63264,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
44289.32847,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
44289.32847,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
44289.14028,,Media,3-Medio,Unidad Control del Servicio,ACCESS FAILURE
44291.46181,,Media,3-Medio,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44291.88403,,Media,3-Medio,Mantenimiento Aeropuertos,SOFTWARE FAILURE
44291.47778,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44290.81042,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,PERFORMANCE ISSUE
44289.26597,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44289.2625,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44293.30903,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
44291.39514,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
44293.53472,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
44292.39931,,Baja,4-Baja,Mantenimiento Operaciones,SOFTWARE FAILURE
44289.37014,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44292.40556,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE
44289.37778,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44293.53472,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,COMMUNICATIONS FAILURE
44289.40417,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44289.75208,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,COMMUNICATIONS FAILURE
44289.49236,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
44289.44375,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44291.61667,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
44289.44236,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44298.36389,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
44289.44931,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
44295.57222,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
44289.47083,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44291.44028,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
44289.31944,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
44289.31944,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
44289.36597,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
44289.41042,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44289.39097,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
44289.41875,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44289.57222,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
44291.61806,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
44289.53681,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44294.65833,,Baja,4-Baja,Mantenimiento Dir. Técnica,SOFTWARE FAILURE
44290.19931,,Media,3-Medio,Mantenimiento BI,PROCESS FAILURE
44291.31319,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
44289.51528,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44289.54861,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44289.57917,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44289.56319,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44289.57083,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44289.5875,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
44289.63889,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
44290.19583,,Media,3-Medio,Mantenimiento BI,PROCESS FAILURE
44292.39167,,Media,2-Alta,Mantenimiento Aeropuertos,SOFTWARE FAILURE
44291.29306,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
