06/04/2021 11:39,,Baja,4-Baja,Mantenimiento Financiero,SOFTWARE FAILURE
05/04/2021 9:09,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,ACCESS FAILURE
01/04/2021 14:08,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 23:36,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
01/04/2021 12:20,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE
05/04/2021 9:02,,Media,3-Medio,Mantenimiento COBOL,PROCESS FAILURE
01/04/2021 13:31,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
12/04/2021 15:12,,Baja,4-Baja,Mantenimiento Financiero,SOFTWARE FAILURE
29/04/2021 10:48,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
07/04/2021 22:13,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
05/04/2021 14:26,,Media,3-Medio,Unidad Seguridad Informática,SECURITY ISSUE
01/04/2021 0:33,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
06/04/2021 7:23,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,ACCESS FAILURE
01/04/2021 0:51,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 0:52,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 11:34,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
01/04/2021 1:27,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 12:58,,Media,3-Medio,Mantenimiento Movilidad,SOFTWARE FAILURE
05/04/2021 8:44,,Media,3-Medio,Unidad Control del Servicio,DEFAULT
07/04/2021 14:14,,Media,3-Medio,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE
01/04/2021 6:14,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
01/04/2021 7:31,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
05/04/2021 9:25,,Media,3-Medio,Mantenimiento Pasaje,ACCESS FAILURE
01/04/2021 10:00,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
02/04/2021 15:52,,Baja,4-Baja,Unidad de Operaciones Ordenadores,DATA ISSUE
07/04/2021 6:53,,Baja,4-Baja,Unidad de Operaciones Ordenadores,DATA ISSUE
01/04/2021 9:33,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
09/04/2021 13:32,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
,,Media,3-Medio,Unidad Control del Servicio,SECURITY ISSUE
13/04/2021 12:38,,Media,3-Medio,Unidad de Operaciones Ordenadores,SECURITY ISSUE
01/04/2021 11:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 11:11,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 11:21,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
08/04/2021 9:04,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
08/04/2021 8:02,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
01/04/2021 14:16,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 6:56,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
09/04/2021 10:43,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
01/04/2021 15:18,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
04/04/2021 4:16,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
01/04/2021 18:45,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
01/04/2021 13:25,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
12/04/2021 12:50,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
16/04/2021 16:51,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,SOFTWARE FAILURE
06/04/2021 7:49,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,SOFTWARE FAILURE
01/04/2021 14:20,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 9:06,,Media,2-Alta,Mantenimiento Pasaje,SOFTWARE FAILURE
01/04/2021 15:03,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
09/04/2021 8:01,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
08/04/2021 11:13,,Baja,4-Baja,Mantenimiento Operaciones,SOFTWARE FAILURE
16/04/2021 15:00,,Media,3-Medio,Unidad Control del Servicio,SOFTWARE FAILURE
12/04/2021 22:46,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
05/04/2021 9:25,,Media,3-Medio,Mantenimiento Pasaje,ACCESS FAILURE
01/04/2021 20:14,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,PERFORMANCE ISSUE
05/04/2021 6:57,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
01/04/2021 20:33,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 20:36,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 20:59,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
07/04/2021 8:18,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
05/04/2021 14:01,,Media,3-Medio,Mantenimiento Aeropuertos,ACCESS FAILURE
01/04/2021 11:41,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 14:02,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 11:53,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 12:09,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 12:17,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 15:28,,Media,3-Medio,Mantenimiento Comercial y CRM,PERFORMANCE ISSUE
01/04/2021 12:54,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 13:52,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
07/04/2021 13:48,,Media,3-Medio,Mantenimiento Comercial y CRM,SOFTWARE FAILURE
01/04/2021 16:46,,Media,3-Medio,MANTENIMIENTO IB.COM,DATA ISSUE
01/04/2021 13:32,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 12:39,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 15:09,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
05/04/2021 15:04,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
07/04/2021 12:46,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
,,Media,3-Medio,Unidad de Operaciones Ordenadores,ACCESS FAILURE
01/04/2021 15:24,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 14:09,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 13:29,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 14:45,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 16:05,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,PERFORMANCE ISSUE
07/04/2021 8:20,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
07/04/2021 8:22,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
01/04/2021 13:56,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 14:13,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
02/04/2021 9:31,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
01/04/2021 14:09,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 14:09,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 14:50,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 14:15,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 14:54,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 14:37,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 7:22,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
,,Baja,4-Baja,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE
01/04/2021 17:07,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
14/04/2021 10:29,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
05/04/2021 9:03,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
01/04/2021 16:43,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 15:25,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
16/04/2021 13:34,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE
05/04/2021 12:29,,Media,3-Medio,Mantenimiento Pasaje,DATA ISSUE
01/04/2021 16:44,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 16:35,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
07/04/2021 12:48,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
01/04/2021 16:57,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 17:07,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 9:50,,Media,3-Medio,Mantenimiento Pasaje,DATA ISSUE
06/04/2021 10:34,,Media,3-Medio,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE
01/04/2021 18:19,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
02/04/2021 7:05,,Alta,2-Alta,Mantenimiento Aeropuertos,SOFTWARE FAILURE
05/04/2021 8:40,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
07/04/2021 16:11,,Baja,4-Baja,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
01/04/2021 18:54,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
01/04/2021 19:36,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 19:38,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 12:38,,Baja,4-Baja,Mantenimiento Pasaje,SOFTWARE FAILURE
05/04/2021 12:37,,Baja,4-Baja,Mantenimiento Aeropuertos,SOFTWARE FAILURE
05/04/2021 11:24,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
01/04/2021 20:59,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,PROCESS FAILURE
01/04/2021 22:36,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 10:51,,Media,3-Medio,Unidad de Operaciones Ordenadores,PROCESS FAILURE
01/04/2021 21:36,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
07/04/2021 7:14,,Media,3-Medio,MANTENIMIENTO IB.COM,PROCESS FAILURE
01/04/2021 22:07,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
07/04/2021 8:24,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
01/04/2021 22:39,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 4:30,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 22:52,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 23:08,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 23:20,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 23:43,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 10:50,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
01/04/2021 23:57,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 0:52,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 1:12,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 1:37,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 9:27,,Media,3-Medio,Mantenimiento Cargo,DATA ISSUE
02/04/2021 14:06,,Media,3-Medio,Mantenimiento Pasaje,PROCESS FAILURE
02/04/2021 12:12,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
05/04/2021 12:04,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
02/04/2021 9:00,,Media,3-Medio,Unidad de Operaciones Ordenadores,PROCESS FAILURE
02/04/2021 10:27,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
07/04/2021 9:48,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
27/04/2021 23:23,,Media,2-Alta,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
05/04/2021 8:57,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
03/04/2021 12:45,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
03/04/2021 12:43,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
02/04/2021 9:37,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
09/04/2021 11:28,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
02/04/2021 12:50,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
02/04/2021 8:48,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 8:47,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
03/04/2021 1:02,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
02/04/2021 10:00,,Media,3-Medio,Mantenimiento Pasaje,DEFAULT
12/04/2021 8:46,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
02/04/2021 11:22,,Alta,2-Alta,Mantenimiento BI,SOFTWARE FAILURE
09/04/2021 10:03,,Baja,4-Baja,Mantenimiento Movilidad,SOFTWARE FAILURE
02/04/2021 9:47,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 3:08,,Media,2-Alta,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 11:29,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 10:53,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 21:23,,Media,3-Medio,Mantenimiento Pasaje,DATA ISSUE
05/04/2021 8:57,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
07/04/2021 9:58,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
02/04/2021 12:13,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 13:57,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 13:39,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
02/04/2021 12:37,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 12:48,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 14:35,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
02/04/2021 12:57,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 13:16,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
02/04/2021 13:43,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 13:17,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 14:29,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 14:14,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
09/04/2021 13:58,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
01/04/2021 22:05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
01/04/2021 22:10,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 0:47,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 17:42,,Baja,4-Baja,Mantenimiento Aeropuertos,ACCESS FAILURE
01/04/2021 23:03,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 12:19,,Media,3-Medio,Mantenimiento Pasaje,PROCESS FAILURE
01/04/2021 23:59,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 0:01,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
12/04/2021 8:44,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
02/04/2021 3:58,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
02/04/2021 0:28,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 1:03,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
05/04/2021 9:48,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
05/04/2021 12:13,,Media,3-Medio,Mantenimiento Aeropuertos,SOFTWARE FAILURE
05/04/2021 9:40,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
05/04/2021 9:49,,Media,3-Medio,Unidad de Operaciones Ordenadores,PROCESS FAILURE
02/04/2021 5:53,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 12:45,,Media,3-Medio,Mantenimiento Aeropuertos,SOFTWARE FAILURE
02/04/2021 8:32,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 10:10,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
16/04/2021 13:32,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
02/04/2021 10:39,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 12:36,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 12:28,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
12/04/2021 6:46,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,ACCESS FAILURE
02/04/2021 13:01,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
,,Media,3-Medio,Dirección de Sistemas,PERFORMANCE ISSUE
02/04/2021 12:53,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 13:13,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
12/04/2021 16:27,,Media,2-Alta,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
02/04/2021 14:03,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 14:14,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 8:47,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
02/04/2021 15:49,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 7:31,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
02/04/2021 17:49,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
02/04/2021 18:32,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
02/04/2021 18:27,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 19:13,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 20:56,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 21:41,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
05/04/2021 13:23,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
08/04/2021 9:12,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
05/04/2021 8:50,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
03/04/2021 7:52,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
05/04/2021 8:59,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
05/04/2021 8:42,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
05/04/2021 18:42,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
05/04/2021 9:46,,Media,3-Medio,Mantenimiento Pasaje,PERFORMANCE ISSUE
02/04/2021 14:13,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 14:23,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 14:25,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
06/04/2021 7:14,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
02/04/2021 17:10,,Media,3-Medio,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 15:03,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 18:31,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
05/04/2021 10:41,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
02/04/2021 17:31,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 17:31,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
09/04/2021 14:47,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
02/04/2021 17:39,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
12/04/2021 7:23,,Baja,4-Baja,Mantenimiento Movilidad,SOFTWARE FAILURE
02/04/2021 17:46,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 17:44,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
02/04/2021 18:32,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 18:35,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
02/04/2021 20:22,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 18:38,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 18:59,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
06/04/2021 9:10,,Media,3-Medio,Mantenimiento BI,SOFTWARE FAILURE
02/04/2021 19:31,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
05/04/2021 8:46,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
02/04/2021 21:48,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
02/04/2021 20:20,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 20:24,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 20:44,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 20:29,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 20:32,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
02/04/2021 21:00,,Alta,2-Alta,Mantenimiento Operaciones,SOFTWARE FAILURE
02/04/2021 21:45,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
06/04/2021 15:11,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
03/04/2021 7:53,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
03/04/2021 7:53,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
03/04/2021 3:22,,Media,3-Medio,Unidad Control del Servicio,ACCESS FAILURE
05/04/2021 11:05,,Media,3-Medio,Unidad de Operaciones Ordenadores,ACCESS FAILURE
05/04/2021 21:13,,Media,3-Medio,Mantenimiento Aeropuertos,SOFTWARE FAILURE
05/04/2021 11:28,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
04/04/2021 19:27,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,PERFORMANCE ISSUE
03/04/2021 6:23,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
03/04/2021 6:18,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
07/04/2021 7:25,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
05/04/2021 9:29,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
07/04/2021 12:50,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
06/04/2021 9:35,,Baja,4-Baja,Mantenimiento Operaciones,SOFTWARE FAILURE
03/04/2021 8:53,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
06/04/2021 9:44,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE
03/04/2021 9:04,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
