2021-04-01 10:21:00.000,2021-04-09 13:32:00.000,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE,
2021-04-01 10:21:00.000,,,Media,3-Medio,Unidad Control del Servicio,SECURITY ISSUE,
2021-04-01 10:23:00.000,2021-04-13 12:38:00.000,,Media,3-Medio,Unidad de Operaciones Ordenadores,SECURITY ISSUE,
2021-04-01 11:00:00.000,2021-04-01 11:00:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 11:11:00.000,2021-04-01 11:11:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 11:21:00.000,2021-04-01 11:21:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 11:38:00.000,2021-04-08 09:04:00.000,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE,
2021-04-01 11:44:00.000,2021-04-08 08:02:00.000,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE,
2021-04-01 14:16:00.000,2021-04-01 14:16:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 12:13:00.000,2021-04-05 06:56:00.000,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE,
2021-04-01 12:16:00.000,2021-04-09 10:43:00.000,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE,
2021-04-01 15:18:00.000,2021-04-01 15:18:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 13:06:00.000,2021-04-04 04:16:00.000,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE,
2021-04-01 13:17:00.000,2021-04-01 18:45:00.000,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE,
2021-04-01 13:26:00.000,2021-04-01 13:25:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 13:43:00.000,2021-04-12 12:50:00.000,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT,
2021-04-01 14:18:00.000,2021-04-16 16:51:00.000,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,SOFTWARE FAILURE,
2021-04-01 15:01:00.000,2021-04-06 07:49:00.000,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,SOFTWARE FAILURE,
2021-04-01 14:20:00.000,2021-04-01 14:20:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 07:38:00.000,2021-04-05 09:06:00.000,,Media,2-Alta,Mantenimiento Pasaje,SOFTWARE FAILURE,
2021-04-01 15:03:00.000,2021-04-01 15:03:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 15:06:00.000,2021-04-09 08:01:00.000,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE,
2021-04-01 16:20:00.000,2021-04-08 11:13:00.000,,Baja,4-Baja,Mantenimiento Operaciones,SOFTWARE FAILURE,
2021-04-01 17:31:00.000,2021-04-16 15:00:00.000,,Media,3-Medio,Unidad Control del Servicio,SOFTWARE FAILURE,
2021-04-01 17:40:00.000,2021-04-12 22:46:00.000,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE,
2021-04-01 17:47:00.000,2021-04-05 09:25:00.000,,Media,3-Medio,Mantenimiento Pasaje,ACCESS FAILURE,
2021-04-01 19:27:00.000,2021-04-01 20:14:00.000,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,PERFORMANCE ISSUE,
2021-04-01 20:10:00.000,2021-04-05 06:57:00.000,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE,
2021-04-01 20:33:00.000,2021-04-01 20:33:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 20:36:00.000,2021-04-01 20:36:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 20:59:00.000,2021-04-01 20:59:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 21:06:00.000,2021-04-07 08:18:00.000,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE,
2021-04-01 21:27:00.000,2021-04-05 14:01:00.000,,Media,3-Medio,Mantenimiento Aeropuertos,ACCESS FAILURE,
2021-04-01 11:41:00.000,2021-04-01 11:41:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 14:02:00.000,2021-04-01 14:02:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 11:53:00.000,2021-04-01 11:53:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 12:09:00.000,2021-04-01 12:09:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 12:17:00.000,2021-04-01 12:17:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 11:57:00.000,2021-04-01 15:28:00.000,,Media,3-Medio,Mantenimiento Comercial y CRM,PERFORMANCE ISSUE,
2021-04-01 12:54:00.000,2021-04-01 12:54:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 13:37:00.000,2021-04-01 13:52:00.000,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE,
2021-04-01 12:20:00.000,2021-04-07 13:48:00.000,,Media,3-Medio,Mantenimiento Comercial y CRM,SOFTWARE FAILURE,
2021-04-01 12:31:00.000,2021-04-01 16:46:00.000,,Media,3-Medio,MANTENIMIENTO IB.COM,DATA ISSUE,
2021-04-01 13:32:00.000,2021-04-01 13:32:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 12:39:00.000,2021-04-01 12:39:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 12:56:00.000,2021-04-02 15:09:00.000,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE,
2021-04-01 12:57:00.000,2021-04-05 15:04:00.000,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE,
2021-04-01 13:08:00.000,2021-04-07 12:46:00.000,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE,
2021-04-01 13:38:00.000,,,Media,3-Medio,Unidad de Operaciones Ordenadores,ACCESS FAILURE,
2021-04-01 15:24:00.000,2021-04-01 15:24:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 13:29:00.000,2021-04-01 14:09:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 13:29:00.000,2021-04-01 13:29:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 14:45:00.000,2021-04-01 14:45:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 13:54:00.000,2021-04-05 16:05:00.000,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,PERFORMANCE ISSUE,
2021-04-01 13:40:00.000,2021-04-07 08:20:00.000,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE,
2021-04-01 13:46:00.000,2021-04-07 08:22:00.000,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE,
2021-04-01 13:56:00.000,2021-04-01 13:56:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 14:13:00.000,2021-04-01 14:13:00.000,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE,
2021-04-02 09:31:00.000,2021-04-02 09:31:00.000,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE,
2021-04-01 14:09:00.000,2021-04-01 14:09:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 14:09:00.000,2021-04-01 14:09:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 14:50:00.000,2021-04-01 14:50:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 14:15:00.000,2021-04-01 14:15:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 14:54:00.000,2021-04-01 14:54:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 14:37:00.000,2021-04-01 14:37:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 14:40:00.000,2021-04-05 07:22:00.000,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE,
2021-04-01 15:19:00.000,,,Baja,4-Baja,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE,
2021-04-01 17:07:00.000,2021-04-01 17:07:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 17:45:00.000,2021-04-14 10:29:00.000,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE,
2021-04-01 15:09:00.000,2021-04-05 09:03:00.000,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE,
2021-04-01 16:43:00.000,2021-04-01 16:43:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 15:25:00.000,2021-04-01 15:25:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 15:45:00.000,2021-04-16 13:34:00.000,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE,
2021-04-01 15:47:00.000,2021-04-05 12:29:00.000,,Media,3-Medio,Mantenimiento Pasaje,DATA ISSUE,
2021-04-01 16:44:00.000,2021-04-01 16:44:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 16:35:00.000,2021-04-01 16:35:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 16:44:00.000,2021-04-07 12:48:00.000,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE,
2021-04-01 16:57:00.000,2021-04-01 16:57:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 17:07:00.000,2021-04-01 17:07:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 17:34:00.000,2021-04-02 09:50:00.000,,Media,3-Medio,Mantenimiento Pasaje,DATA ISSUE,
2021-04-01 19:15:00.000,2021-04-06 10:34:00.000,,Media,3-Medio,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE,
2021-04-01 18:02:00.000,2021-04-01 18:19:00.000,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE,
2021-04-01 17:59:00.000,2021-04-02 07:05:00.000,,Alta,2-Alta,Mantenimiento Aeropuertos,SOFTWARE FAILURE,
2021-04-01 18:06:00.000,2021-04-05 08:40:00.000,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE,
2021-04-01 18:31:00.000,2021-04-07 16:11:00.000,,Baja,4-Baja,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE,
2021-04-01 18:54:00.000,2021-04-01 18:54:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 19:47:00.000,,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE,
2021-04-01 19:36:00.000,2021-04-01 19:36:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 19:38:00.000,2021-04-01 19:38:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 20:37:00.000,2021-04-05 12:38:00.000,,Baja,4-Baja,Mantenimiento Pasaje,SOFTWARE FAILURE,
2021-04-01 21:20:00.000,2021-04-05 12:37:00.000,,Baja,4-Baja,Mantenimiento Aeropuertos,SOFTWARE FAILURE,
2021-04-01 20:43:00.000,2021-04-05 11:24:00.000,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE,
2021-04-01 20:51:00.000,2021-04-01 20:59:00.000,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,PROCESS FAILURE,
2021-04-01 22:36:00.000,2021-04-01 22:36:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 21:34:00.000,2021-04-02 10:51:00.000,,Media,3-Medio,Unidad de Operaciones Ordenadores,PROCESS FAILURE,
2021-04-01 21:34:00.000,2021-04-01 21:36:00.000,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE,
2021-04-01 21:47:00.000,2021-04-07 07:14:00.000,,Media,3-Medio,MANTENIMIENTO IB.COM,PROCESS FAILURE,
2021-04-01 22:07:00.000,2021-04-01 22:07:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 22:16:00.000,2021-04-07 08:24:00.000,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE,
2021-04-01 22:39:00.000,2021-04-01 22:39:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 22:51:00.000,2021-04-02 04:30:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 22:52:00.000,2021-04-01 22:52:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 23:08:00.000,2021-04-01 23:08:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 23:20:00.000,2021-04-01 23:20:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 23:43:00.000,2021-04-01 23:43:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 23:23:00.000,2021-04-02 10:50:00.000,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE,
2021-04-01 23:57:00.000,2021-04-01 23:57:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 00:52:00.000,2021-04-02 00:52:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 01:12:00.000,2021-04-02 01:12:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 01:37:00.000,2021-04-02 01:37:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 02:53:00.000,2021-04-02 09:27:00.000,,Media,3-Medio,Mantenimiento Cargo,DATA ISSUE,
2021-04-02 01:44:00.000,2021-04-02 14:06:00.000,,Media,3-Medio,Mantenimiento Pasaje,PROCESS FAILURE,
2021-04-02 02:44:00.000,2021-04-02 12:12:00.000,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE,
2021-04-02 02:49:00.000,2021-04-05 12:04:00.000,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE,
2021-04-02 03:13:00.000,2021-04-02 09:00:00.000,,Media,3-Medio,Unidad de Operaciones Ordenadores,PROCESS FAILURE,
2021-04-02 03:14:00.000,2021-04-02 10:27:00.000,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE,
2021-04-02 03:36:00.000,2021-04-07 09:48:00.000,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE,
2021-04-02 09:23:00.000,2021-04-27 23:23:00.000,,Media,2-Alta,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE,
2021-04-02 07:54:00.000,2021-04-05 08:57:00.000,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE,
2021-04-02 08:05:00.000,2021-04-03 12:45:00.000,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE,
2021-04-02 08:07:00.000,2021-04-03 12:43:00.000,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE,
2021-04-02 08:11:00.000,2021-04-02 09:37:00.000,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE,
2021-04-02 08:34:00.000,2021-04-09 11:28:00.000,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE,
2021-04-02 12:39:00.000,2021-04-02 12:50:00.000,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE,
2021-04-02 08:48:00.000,2021-04-02 08:48:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 08:47:00.000,2021-04-02 08:47:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 09:11:00.000,2021-04-03 01:02:00.000,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE,
2021-04-02 09:21:00.000,2021-04-02 10:00:00.000,,Media,3-Medio,Mantenimiento Pasaje,DEFAULT,
2021-04-02 12:12:00.000,2021-04-12 08:46:00.000,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE,
2021-04-02 09:38:00.000,2021-04-02 11:22:00.000,,Alta,2-Alta,Mantenimiento BI,SOFTWARE FAILURE,
2021-04-02 10:35:00.000,2021-04-09 10:03:00.000,,Baja,4-Baja,Mantenimiento Movilidad,SOFTWARE FAILURE,
2021-04-02 09:47:00.000,2021-04-02 09:47:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 10:49:00.000,2021-04-05 03:08:00.000,,Media,2-Alta,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 11:29:00.000,2021-04-02 11:29:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 10:53:00.000,2021-04-02 10:53:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 11:02:00.000,2021-04-05 21:23:00.000,,Media,3-Medio,Mantenimiento Pasaje,DATA ISSUE,
2021-04-02 11:13:00.000,2021-04-05 08:57:00.000,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE,
2021-04-02 11:55:00.000,2021-04-07 09:58:00.000,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE,
2021-04-02 12:13:00.000,2021-04-02 12:13:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-05 13:57:00.000,2021-04-05 13:57:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 12:26:00.000,2021-04-02 13:39:00.000,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE,
2021-04-02 12:37:00.000,2021-04-02 12:37:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 12:48:00.000,2021-04-02 12:48:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 14:13:00.000,2021-04-02 14:35:00.000,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE,
2021-04-02 12:57:00.000,2021-04-02 12:57:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 12:58:00.000,2021-04-05 13:16:00.000,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE,
2021-04-02 13:43:00.000,2021-04-02 13:43:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 13:17:00.000,2021-04-02 13:17:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 14:29:00.000,2021-04-02 14:29:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 14:14:00.000,2021-04-02 14:14:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 13:47:00.000,2021-04-09 13:58:00.000,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE,
2021-04-01 22:05:00.000,2021-04-01 22:05:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 22:10:00.000,2021-04-01 22:10:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 00:47:00.000,2021-04-02 00:47:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 23:01:00.000,2021-04-05 17:42:00.000,,Baja,4-Baja,Mantenimiento Aeropuertos,ACCESS FAILURE,
2021-04-01 23:03:00.000,2021-04-01 23:03:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-01 23:15:00.000,2021-04-02 12:19:00.000,,Media,3-Medio,Mantenimiento Pasaje,PROCESS FAILURE,
2021-04-01 23:59:00.000,2021-04-01 23:59:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 00:01:00.000,2021-04-02 00:01:00.000,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
2021-04-02 00:20:00.000,2021-04-12 08:44:00.000,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE,
